timestamp,signal,last_price,position_qty,position_avg,fees,open_orders,take_profits,stop_loss,bot_version,symbol
2025-09-28T19:09:47.983350+00:00,"{'tipo': 'SOPORTE', 'precio': 4003.26, 'volumen': 763.36}",4035.72,0.096,4038.41999999975,1.783e-05,"[{""side"": ""BUY"", ""price"": ""4029.81"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""BUY"", ""price"": ""4033.84"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}, {""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4031.82"", ""qty"": ""0.024"", ""reduceOnly"": false}]","[{""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJ6c88a5c190e15d43ffabbf""}, {""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086564441""}]",3998.04,v1,ETHUSDT
2025-09-28T19:09:51.406457+00:00,"{'tipo': 'SOPORTE', 'precio': 4003.26, 'volumen': 763.36}",4035.04,0.096,4038.41999999975,1.783e-05,"[{""side"": ""BUY"", ""price"": ""4031.68"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}, {""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4033.70"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""BUY"", ""price"": ""4029.67"", ""qty"": ""0.024"", ""reduceOnly"": false}]","[{""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJ2189b96cda6913995e8f57""}, {""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086590434""}]",3998.04,v1,ETHUSDT
2025-09-28T19:10:14.041214+00:00,"{'tipo': 'SOPORTE', 'precio': 4002.73, 'volumen': 711.09}",4034.53,0.096,4038.41999999975,1.783e-05,"[{""side"": ""BUY"", ""price"": ""4031.68"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}, {""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4033.70"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""BUY"", ""price"": ""4029.67"", ""qty"": ""0.024"", ""reduceOnly"": false}]","[{""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJ2189b96cda6913995e8f57""}, {""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086590434""}]",3998.04,v1,ETHUSDT
2025-09-28T19:10:17.470119+00:00,"{'tipo': 'SOPORTE', 'precio': 4002.73, 'volumen': 711.09}",4034.42,0.096,4038.41999999975,1.783e-05,"[{""side"": ""BUY"", ""price"": ""4030.50"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4028.48"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4032.51"", ""qty"": ""0.024"", ""reduceOnly"": false}]","[{""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJ682ca15c6513ab26dde5c9""}, {""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086616484""}]",3998.04,v1,ETHUSDT
2025-09-28T19:10:40.092026+00:00,"{'tipo': 'SOPORTE', 'precio': 4028.64, 'volumen': 775.0509999999999}",4033.11,0.096,4038.41999999975,1.783e-05,"[{""side"": ""BUY"", ""price"": ""4030.50"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4028.48"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4032.51"", ""qty"": ""0.024"", ""reduceOnly"": false}]","[{""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJ682ca15c6513ab26dde5c9""}, {""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086616484""}]",3998.04,v1,ETHUSDT
2025-09-28T19:10:43.540978+00:00,"{'tipo': 'SOPORTE', 'precio': 4028.64, 'volumen': 775.0509999999999}",4033.05,0.096,4038.41999999975,1.783e-05,"[{""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4029.08"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4031.09"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""BUY"", ""price"": ""4027.06"", ""qty"": ""0.024"", ""reduceOnly"": false}]","[{""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJb9f163b3be2ebeaa72c54""}, {""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086642545""}]",3998.04,v1,ETHUSDT
2025-09-28T19:11:06.193402+00:00,"{'tipo': 'SOPORTE', 'precio': 4026.52, 'volumen': 749.32}",4032.45,0.096,4038.41999999975,1.783e-05,"[{""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4029.08"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4031.09"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""BUY"", ""price"": ""4027.06"", ""qty"": ""0.024"", ""reduceOnly"": false}]","[{""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJb9f163b3be2ebeaa72c54""}, {""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086642545""}]",3998.04,v1,ETHUSDT
2025-09-28T19:11:09.628219+00:00,"{'tipo': 'SOPORTE', 'precio': 4026.52, 'volumen': 749.32}",4032.41,0.096,4038.41999999975,1.783e-05,"[{""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4026.40"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""BUY"", ""price"": ""4028.42"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""BUY"", ""price"": ""4030.43"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}]","[{""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086668652""}, {""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJ3935f34fe16f024706d37b""}]",3998.04,v1,ETHUSDT
2025-09-28T19:11:32.242558+00:00,"{'tipo': 'SOPORTE', 'precio': 4001.07, 'volumen': 764.986}",4033.08,0.096,4038.41999999975,1.783e-05,"[{""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4026.40"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""BUY"", ""price"": ""4028.42"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""BUY"", ""price"": ""4030.43"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}]","[{""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086668652""}, {""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJ3935f34fe16f024706d37b""}]",3998.04,v1,ETHUSDT
2025-09-28T19:11:35.648266+00:00,"{'tipo': 'SOPORTE', 'precio': 4001.07, 'volumen': 764.986}",4033.07,0.096,4038.41999999975,1.783e-05,"[{""side"": ""BUY"", ""price"": ""4029.05"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""4046.50"", ""qty"": ""0.096"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4027.03"", ""qty"": ""0.024"", ""reduceOnly"": false}, {""side"": ""SELL"", ""price"": ""0"", ""qty"": ""0"", ""reduceOnly"": true}, {""side"": ""BUY"", ""price"": ""4031.06"", ""qty"": ""0.024"", ""reduceOnly"": false}]","[{""price"": ""4046.50"", ""qty"": ""0.096"", ""clientOrderId"": ""TP_AUTO_TP_1759086694667""}, {""price"": ""0"", ""qty"": ""0"", ""clientOrderId"": ""x-Cb7ytekJb76b29f0d17c369759503e""}]",3998.04,v1,ETHUSDT
